CustomerName,CustomerID,FoodItemID,Quantity,OrderDate
Prasad Chowdary 66,128,284,3,09-Jan-26
Prasad Chowdary 66,128,144,1,22-Jan-26
Prasad Chowdary 66,128,446,3,11-Jan-26
Prasad Chowdary 66,128,140,3,06-Feb-26
Prasad Chowdary 66,128,173,1,04-Apr-26
Prasad Teja 33,129,277,1,11-Mar-26
Prasad Teja 33,129,261,2,25-Jan-26
Prasad Teja 33,129,413,2,12-Apr-26
Prasad Teja 33,129,412,1,25-Mar-26
Rahul Rao 71,130,155,2,28-Apr-26
Rahul Rao 71,130,323,1,22-Apr-26
Rahul Rao 71,130,119,3,23-Mar-26
Rahul Rao 71,130,175,3,02-Jan-26
Rahul Rao 71,130,347,3,24-Jan-26
Rahul Rao 71,130,344,3,24-Mar-26
Prasad Teja 10,131,221,1,21-Apr-26
Prasad Teja 10,131,417,4,10-Mar-26
Prasad Teja 10,131,235,1,02-Jan-26
Prasad Teja 10,131,410,2,16-Apr-26
Ravi Chowdary 37,132,263,3,25-Jan-26
Ravi Chowdary 37,132,255,2,01-Feb-26
Ravi Chowdary 37,132,281,2,08-Apr-26
Anil Teja 62,133,443,4,05-Feb-26
Anil Teja 62,133,398,3,31-Jan-26
Anil Teja 62,133,330,2,14-Mar-26
Anil Teja 62,133,302,2,31-Jan-26
Anil Teja 62,133,257,2,11-Jan-26
Anil Naidu 18,134,203,1,22-Apr-26
Anil Naidu 18,134,231,3,29-Mar-26
Anil Naidu 18,134,284,3,26-Feb-26
Satish Rao 21,135,342,3,31-Mar-26
Satish Rao 21,135,264,4,11-Feb-26
Satish Rao 21,135,341,4,11-Feb-26
Satish Rao 21,135,408,1,04-Jan-26
Pavan Rao 55,136,217,2,16-Jan-26
Pavan Rao 55,136,392,4,28-Jan-26
Pavan Rao 55,136,238,1,14-Jan-26
Pavan Rao 55,136,396,1,21-Feb-26
Pavan Rao 55,136,336,4,03-Mar-26
Pavan Rao 55,136,126,3,21-Jan-26
Vinodh Sharma 19,137,145,1,31-Jan-26
Vinodh Sharma 19,137,443,4,27-Apr-26
Vinodh Sharma 19,137,248,1,23-Mar-26
Vinodh Sharma 19,137,271,1,10-Feb-26
Vinodh Sharma 19,137,370,2,22-Jan-26
Vijay Verma 41,138,434,4,10-Mar-26
Vijay Verma 41,138,332,2,08-Jan-26
Vijay Verma 41,138,110,2,26-Apr-26
Vijay Verma 41,138,149,4,26-Mar-26
Sanjay Rao 98,139,127,1,29-Apr-26
Sanjay Rao 98,139,233,3,01-Feb-26
Sanjay Rao 98,139,190,2,30-Jan-26
Sanjay Rao 98,139,223,3,30-Apr-26
Sanjay Rao 98,139,384,2,30-Jan-26
Sanjay Rao 98,139,233,2,09-Feb-26
Sanjay Goud 88,140,347,4,10-Mar-26
Sanjay Goud 88,140,165,2,03-Feb-26
Sanjay Goud 88,140,257,2,08-Jan-26
Sanjay Goud 88,140,358,2,06-Jan-26
Sanjay Goud 88,140,201,3,17-Feb-26
Surya Naidu 5,141,174,4,06-Apr-26
Surya Naidu 5,141,239,1,15-Feb-26
Surya Naidu 5,141,162,3,25-Feb-26
Surya Naidu 5,141,319,4,07-Feb-26
Surya Naidu 5,141,344,2,09-Feb-26
Vinodh Naidu 39,142,377,2,15-Jan-26
Vinodh Naidu 39,142,203,4,16-Apr-26
Vinodh Naidu 39,142,122,4,27-Feb-26
Vamshi Rao 72,143,394,2,27-Jan-26
Vamshi Rao 72,143,322,1,23-Jan-26
Vamshi Rao 72,143,123,4,16-Feb-26
Vamshi Rao 72,143,391,2,14-Jan-26
Arjun Kumar 82,144,348,2,27-Feb-26
Arjun Kumar 82,144,269,1,06-Apr-26
Arjun Kumar 82,144,361,2,29-Apr-26
Arjun Kumar 82,144,395,4,24-Feb-26
Satish Sharma 69,145,344,3,29-Mar-26
Satish Sharma 69,145,300,4,12-Feb-26
Satish Sharma 69,145,385,2,08-Apr-26
Satish Sharma 69,145,342,3,21-Mar-26
Satish Sharma 69,145,329,2,24-Mar-26
Surya Reddy 35,146,286,2,23-Mar-26
Surya Reddy 35,146,408,4,13-Feb-26
Surya Reddy 35,146,180,2,29-Apr-26
Surya Reddy 35,146,364,2,08-Mar-26
Rahul Reddy 12,147,310,4,24-Mar-26
Rahul Reddy 12,147,377,2,04-Mar-26
Rahul Reddy 12,147,373,1,21-Mar-26
Rahul Reddy 12,147,393,1,27-Apr-26
Rahul Reddy 12,147,101,4,22-Feb-26
Kiran Goud 54,148,104,3,11-Apr-26
Kiran Goud 54,148,381,2,23-Mar-26
Kiran Goud 54,148,401,1,19-Feb-26
Vikram Kumar 1,149,282,1,04-Jan-26
Vikram Kumar 1,149,320,2,30-Mar-26
Vikram Kumar 1,149,356,4,03-Mar-26
Suresh Teja 75,150,399,4,20-Feb-26
Suresh Teja 75,150,187,1,20-Mar-26
Suresh Teja 75,150,183,1,08-Apr-26
Suresh Teja 75,150,416,4,31-Jan-26
Vamshi Rao 55,151,290,1,22-Mar-26
Vamshi Rao 55,151,307,4,15-Apr-26
Vamshi Rao 55,151,152,1,09-Mar-26
Vamshi Rao 55,151,426,4,20-Apr-26
Ravi Yadav 31,152,194,4,01-Apr-26
Ravi Yadav 31,152,448,2,13-Apr-26
Ravi Yadav 31,152,171,1,16-Apr-26
Ravi Yadav 31,152,219,1,16-Feb-26
Ravi Yadav 31,152,406,4,15-Mar-26
Ravi Yadav 31,152,141,2,20-Jan-26
Vamshi Reddy 40,153,370,2,02-Apr-26
Vamshi Reddy 40,153,363,2,10-Jan-26
Vamshi Reddy 40,153,254,1,27-Apr-26
Vamshi Naidu 90,154,346,4,10-Feb-26
Vamshi Naidu 90,154,116,4,29-Mar-26
Vamshi Naidu 90,154,232,4,05-Apr-26
Vamshi Naidu 90,154,435,1,19-Mar-26
Sanjay Goud 79,155,217,2,05-Feb-26
Sanjay Goud 79,155,158,3,20-Mar-26
Sanjay Goud 79,155,283,3,23-Apr-26
Sanjay Goud 79,155,402,4,12-Mar-26
Ganesh Goud 20,156,300,2,19-Mar-26
Ganesh Goud 20,156,394,1,07-Feb-26
Ganesh Goud 20,156,361,2,21-Jan-26
Ganesh Goud 20,156,246,4,27-Mar-26
Suresh Reddy 13,157,321,1,06-Feb-26
Suresh Reddy 13,157,249,3,10-Mar-26
Suresh Reddy 13,157,376,3,14-Jan-26
Suresh Reddy 13,157,190,2,02-Mar-26
Suresh Chowdary 28,158,450,4,28-Feb-26
Suresh Chowdary 28,158,319,1,05-Jan-26
Suresh Chowdary 28,158,142,3,14-Mar-26
Suresh Chowdary 28,158,159,3,23-Apr-26
Suresh Chowdary 28,158,250,1,04-Apr-26
Mahesh Sharma 46,159,153,2,26-Mar-26
Mahesh Sharma 46,159,321,3,18-Mar-26
Mahesh Sharma 46,159,446,3,29-Jan-26
Mahesh Sharma 46,159,309,2,16-Mar-26
Sanjay Sharma 49,160,219,2,05-Feb-26
Sanjay Sharma 49,160,240,1,11-Mar-26
Sanjay Sharma 49,160,333,2,13-Feb-26
Sanjay Sharma 49,160,398,4,26-Jan-26
Sanjay Sharma 49,160,390,1,04-Feb-26
Sanjay Sharma 49,160,137,2,26-Apr-26
Ramesh Teja 75,161,317,4,30-Mar-26
Ramesh Teja 75,161,257,2,22-Apr-26
Ramesh Teja 75,161,392,4,01-Jan-26
Ramesh Teja 75,161,185,2,15-Feb-26
Ramesh Teja 75,161,342,2,01-Mar-26
Ramesh Teja 75,161,260,2,04-Jan-26
Kiran Teja 81,162,170,3,13-Feb-26
Kiran Teja 81,162,354,4,28-Apr-26
Kiran Teja 81,162,294,2,20-Apr-26
Vijay Rao 73,163,405,1,23-Jan-26
Vijay Rao 73,163,410,4,19-Apr-26
Vijay Rao 73,163,163,4,16-Jan-26
Vijay Rao 73,163,345,1,15-Mar-26
Vijay Rao 73,163,355,4,18-Jan-26
Vijay Rao 73,163,143,2,28-Feb-26
Vijay Naidu 27,164,288,1,10-Mar-26
Vijay Naidu 27,164,423,3,04-Mar-26
Vijay Naidu 27,164,166,3,16-Jan-26
Vijay Naidu 27,164,168,4,14-Apr-26
Vijay Naidu 27,164,161,1,15-Jan-26
Vijay Naidu 27,164,102,2,21-Apr-26
Surya Rao 30,165,161,4,05-Jan-26
Surya Rao 30,165,152,4,12-Apr-26
Surya Rao 30,165,235,1,27-Jan-26
Surya Rao 30,165,257,2,20-Jan-26
Surya Rao 30,165,238,3,05-Apr-26
Surya Rao 30,165,201,4,17-Mar-26
Suresh Sharma 2,166,285,1,26-Mar-26
Suresh Sharma 2,166,181,2,30-Mar-26
Suresh Sharma 2,166,144,2,01-Apr-26
Kiran Sharma 88,167,190,3,21-Feb-26
Kiran Sharma 88,167,148,1,05-Apr-26
Kiran Sharma 88,167,203,3,22-Mar-26
Ramesh Kumar 100,168,269,2,26-Feb-26
Ramesh Kumar 100,168,174,4,14-Mar-26
Ramesh Kumar 100,168,281,1,06-Apr-26
Ramesh Kumar 100,168,131,4,27-Jan-26
Ramesh Kumar 100,168,422,1,05-Apr-26
Ramesh Kumar 100,168,393,1,21-Feb-26
Rahul Goud 4,169,360,2,17-Apr-26
Rahul Goud 4,169,180,2,05-Feb-26
Rahul Goud 4,169,414,1,11-Apr-26
Ravi Goud 27,170,415,1,18-Feb-26
Ravi Goud 27,170,170,1,06-Apr-26
Ravi Goud 27,170,161,3,14-Feb-26
Ravi Goud 27,170,416,2,17-Feb-26
Ravi Goud 27,170,261,2,03-Jan-26
Rahul Sharma 90,171,395,2,01-Apr-26
Rahul Sharma 90,171,224,1,17-Apr-26
Rahul Sharma 90,171,276,1,25-Apr-26
Prasad Teja 95,172,388,4,28-Jan-26
Prasad Teja 95,172,212,4,30-Apr-26
Prasad Teja 95,172,216,1,30-Apr-26
Prasad Teja 95,172,349,3,17-Jan-26
Prasad Teja 95,172,431,4,17-Apr-26
Prasad Teja 95,172,340,3,26-Jan-26
Sanjay Reddy 48,173,202,4,06-Jan-26
Sanjay Reddy 48,173,113,3,24-Apr-26
Sanjay Reddy 48,173,448,2,14-Jan-26
Vamshi Teja 23,174,178,4,22-Jan-26
Vamshi Teja 23,174,449,4,02-Jan-26
Vamshi Teja 23,174,148,3,01-Feb-26
Vamshi Teja 23,174,141,2,27-Feb-26
Pavan Goud 68,175,264,3,02-Jan-26
Pavan Goud 68,175,316,4,24-Apr-26
Pavan Goud 68,175,412,1,01-Mar-26
Pavan Goud 68,175,230,2,14-Mar-26
Pavan Goud 68,175,174,2,22-Feb-26
Ganesh Reddy 60,176,103,4,17-Mar-26
Ganesh Reddy 60,176,209,3,17-Apr-26
Ganesh Reddy 60,176,174,2,03-Feb-26
Arjun Chowdary 66,177,114,4,05-Apr-26
Arjun Chowdary 66,177,415,3,21-Mar-26
Arjun Chowdary 66,177,125,3,23-Mar-26
Arjun Chowdary 66,177,227,1,05-Feb-26
Arjun Chowdary 66,177,304,2,10-Mar-26
Arjun Chowdary 66,177,269,2,16-Jan-26
Arjun Goud 88,178,210,2,27-Apr-26
Arjun Goud 88,178,172,4,11-Apr-26
Arjun Goud 88,178,175,1,19-Feb-26
Arjun Goud 88,178,340,1,28-Apr-26
Kiran Reddy 71,179,362,3,26-Feb-26
Kiran Reddy 71,179,298,1,06-Apr-26
Kiran Reddy 71,179,259,3,04-Feb-26
Kiran Reddy 71,179,254,3,28-Apr-26
Rahul Teja 5,180,162,2,04-Mar-26
Rahul Teja 5,180,191,1,13-Jan-26
Rahul Teja 5,180,422,3,20-Mar-26
Anil Reddy 81,181,417,3,24-Feb-26
Anil Reddy 81,181,314,4,15-Jan-26
Anil Reddy 81,181,171,3,24-Apr-26
Anil Reddy 81,181,126,2,04-Feb-26
Suresh Yadav 55,182,426,3,12-Apr-26
Suresh Yadav 55,182,300,2,18-Feb-26
Suresh Yadav 55,182,430,3,14-Jan-26
Suresh Yadav 55,182,165,3,14-Mar-26
Suresh Yadav 55,182,253,1,08-Jan-26
Suresh Yadav 55,182,237,2,24-Apr-26
Ganesh Goud 42,183,333,2,07-Jan-26
Ganesh Goud 42,183,319,1,22-Apr-26
Ganesh Goud 42,183,395,4,10-Mar-26
Ganesh Goud 42,183,368,4,04-Apr-26
Ganesh Goud 42,183,352,1,09-Feb-26
Ganesh Goud 42,183,181,4,09-Apr-26
Prasad Rao 35,184,247,2,11-Apr-26
Prasad Rao 35,184,183,2,14-Mar-26
Prasad Rao 35,184,333,1,18-Mar-26
Ganesh Chowdary 65,185,437,1,01-Apr-26
Ganesh Chowdary 65,185,171,2,01-Feb-26
Ganesh Chowdary 65,185,391,1,03-Mar-26
Ganesh Chowdary 65,185,176,1,30-Apr-26
Vikram Naidu 53,186,222,4,21-Apr-26
Vikram Naidu 53,186,324,3,15-Feb-26
Vikram Naidu 53,186,150,1,02-Jan-26
Vikram Naidu 53,186,361,4,27-Jan-26
Vikram Naidu 53,186,154,3,06-Mar-26
Vikram Naidu 53,186,422,4,18-Mar-26
Vikram Teja 77,187,124,3,26-Jan-26
Vikram Teja 77,187,330,3,07-Mar-26
Vikram Teja 77,187,109,2,20-Mar-26
Vikram Teja 77,187,425,4,28-Jan-26
Suresh Naidu 55,188,103,1,05-Apr-26
Suresh Naidu 55,188,166,1,30-Apr-26
Suresh Naidu 55,188,126,1,03-Jan-26
Suresh Naidu 55,188,162,2,29-Apr-26
Pavan Rao 66,189,333,4,07-Apr-26
Pavan Rao 66,189,143,4,21-Apr-26
Pavan Rao 66,189,117,3,25-Jan-26
Pavan Rao 66,189,135,1,27-Feb-26
Pavan Rao 66,189,269,3,01-Mar-26
Pavan Rao 66,189,265,3,06-Jan-26
Satish Rao 80,190,388,2,07-Feb-26
Satish Rao 80,190,210,1,19-Jan-26
Satish Rao 80,190,162,3,28-Jan-26
Satish Rao 80,190,377,1,14-Apr-26
Satish Verma 16,191,167,2,20-Feb-26
Satish Verma 16,191,264,3,13-Apr-26
Satish Verma 16,191,220,2,08-Feb-26
Satish Verma 16,191,299,4,14-Feb-26
Anil Kumar 27,192,140,3,22-Jan-26
Anil Kumar 27,192,213,4,09-Apr-26
Anil Kumar 27,192,173,4,31-Mar-26
Anil Kumar 27,192,105,1,22-Apr-26
Ganesh Rao 28,193,371,1,05-Apr-26
Ganesh Rao 28,193,317,1,08-Jan-26
Ganesh Rao 28,193,315,2,26-Apr-26
Ganesh Rao 28,193,124,1,07-Mar-26
Ganesh Rao 28,193,202,3,23-Feb-26
Ganesh Rao 28,193,417,1,07-Jan-26
Arjun Rao 14,194,296,2,02-Apr-26
Arjun Rao 14,194,195,2,08-Mar-26
Arjun Rao 14,194,222,4,07-Jan-26
Mahesh Teja 41,195,124,2,07-Feb-26
Mahesh Teja 41,195,135,4,03-Feb-26
Mahesh Teja 41,195,354,4,04-Jan-26
Prasad Sharma 11,196,160,4,22-Feb-26
Prasad Sharma 11,196,158,3,06-Feb-26
Prasad Sharma 11,196,206,2,03-Jan-26
Prasad Sharma 11,196,338,1,11-Feb-26
Kiran Rao 53,197,424,1,14-Mar-26
Kiran Rao 53,197,366,2,24-Apr-26
Kiran Rao 53,197,157,3,27-Jan-26
Anil Chowdary 29,198,268,3,18-Mar-26
Anil Chowdary 29,198,141,4,18-Jan-26
Anil Chowdary 29,198,143,3,15-Apr-26
Anil Chowdary 29,198,309,1,07-Feb-26
Suresh Chowdary 42,199,415,3,09-Jan-26
Suresh Chowdary 42,199,268,2,22-Apr-26
Suresh Chowdary 42,199,436,2,02-Feb-26
Anil Verma 87,200,264,3,01-Feb-26
Anil Verma 87,200,106,2,19-Feb-26
Anil Verma 87,200,198,3,24-Feb-26
Anil Verma 87,200,389,2,28-Apr-26
Anil Verma 87,200,309,4,28-Jan-26
Anil Verma 87,200,160,3,20-Feb-26
Satish Verma 84,201,107,4,04-Feb-26
Satish Verma 84,201,253,2,28-Jan-26
Satish Verma 84,201,319,3,06-Apr-26
Satish Verma 84,201,420,4,26-Mar-26
Satish Verma 84,201,204,4,08-Feb-26
Nithin Naidu 36,202,133,1,18-Jan-26
Nithin Naidu 36,202,303,3,26-Feb-26
Nithin Naidu 36,202,328,1,15-Feb-26
Nithin Naidu 36,202,120,4,11-Jan-26
Ramesh Verma 50,203,116,4,28-Apr-26
Ramesh Verma 50,203,343,4,12-Mar-26
Ramesh Verma 50,203,260,1,23-Mar-26
Ramesh Verma 50,203,427,2,23-Feb-26
Vinodh Yadav 56,204,397,3,20-Mar-26
Vinodh Yadav 56,204,210,2,14-Apr-26
Vinodh Yadav 56,204,109,1,06-Mar-26
Vinodh Yadav 56,204,138,3,01-Jan-26
Vinodh Yadav 56,204,285,1,01-Feb-26
Vinodh Yadav 56,204,266,2,18-Apr-26
Ganesh Teja 98,205,167,4,30-Jan-26
Ganesh Teja 98,205,272,1,17-Jan-26
Ganesh Teja 98,205,246,1,22-Jan-26
Ganesh Teja 98,205,184,1,06-Feb-26
Ganesh Teja 98,205,341,1,23-Jan-26
Ganesh Teja 98,205,324,4,01-Feb-26
Vamshi Rao 22,206,376,2,21-Jan-26
Vamshi Rao 22,206,380,1,29-Jan-26
Vamshi Rao 22,206,434,1,13-Jan-26
Vamshi Rao 22,206,313,1,14-Feb-26
Vamshi Rao 22,206,302,4,09-Mar-26
Vamshi Rao 22,206,273,4,25-Feb-26
Ravi Rao 89,207,254,4,30-Jan-26
Ravi Rao 89,207,386,4,12-Apr-26
Ravi Rao 89,207,252,1,15-Feb-26
Ravi Rao 89,207,244,1,23-Jan-26
Ravi Rao 89,207,115,4,28-Jan-26
Ravi Rao 89,207,229,2,20-Apr-26
Vijay Goud 62,208,420,4,27-Jan-26
Vijay Goud 62,208,434,4,24-Apr-26
Vijay Goud 62,208,150,2,11-Feb-26
Vijay Goud 62,208,350,2,08-Feb-26
Vijay Goud 62,208,220,4,11-Mar-26
Ganesh Yadav 89,209,359,4,28-Feb-26
Ganesh Yadav 89,209,446,1,18-Jan-26
Ganesh Yadav 89,209,232,2,27-Apr-26
Ganesh Yadav 89,209,365,2,14-Jan-26
Ganesh Yadav 89,209,263,2,11-Mar-26
Kiran Naidu 52,210,247,2,02-Mar-26
Kiran Naidu 52,210,183,4,23-Jan-26
Kiran Naidu 52,210,133,4,21-Feb-26
Kiran Naidu 52,210,340,1,01-Apr-26
Kiran Naidu 52,210,107,1,29-Apr-26
Kiran Naidu 52,210,357,3,04-Jan-26
Prasad Chowdary 84,211,268,1,25-Jan-26
Prasad Chowdary 84,211,394,1,25-Apr-26
Prasad Chowdary 84,211,322,3,23-Jan-26
Prasad Chowdary 84,211,281,2,21-Jan-26
Nithin Naidu 9,212,181,1,22-Apr-26
Nithin Naidu 9,212,104,4,15-Jan-26
Nithin Naidu 9,212,165,4,29-Apr-26
Ravi Naidu 73,213,389,1,28-Apr-26
Ravi Naidu 73,213,218,1,12-Jan-26
Ravi Naidu 73,213,199,4,11-Jan-26
Ravi Naidu 73,213,191,1,08-Apr-26
Ravi Naidu 73,213,142,2,06-Jan-26
Anil Goud 60,214,350,1,07-Feb-26
Anil Goud 60,214,159,4,07-Feb-26
Anil Goud 60,214,404,4,22-Jan-26
Anil Goud 60,214,346,1,05-Feb-26
Anil Goud 60,214,249,1,08-Feb-26
Anil Goud 60,214,195,2,13-Apr-26
Pavan Sharma 16,215,263,1,07-Apr-26
Pavan Sharma 16,215,360,1,31-Mar-26
Pavan Sharma 16,215,227,1,23-Feb-26
Pavan Sharma 16,215,380,1,18-Mar-26
Vikram Sharma 30,216,101,3,31-Jan-26
Vikram Sharma 30,216,132,1,06-Mar-26
Vikram Sharma 30,216,450,4,21-Feb-26
Kiran Verma 47,217,309,1,25-Mar-26
Kiran Verma 47,217,207,3,22-Feb-26
Kiran Verma 47,217,144,4,18-Mar-26
Vijay Rao 39,218,104,3,24-Feb-26
Vijay Rao 39,218,178,1,27-Apr-26
Vijay Rao 39,218,177,1,13-Apr-26
Vijay Rao 39,218,405,4,28-Apr-26
Vijay Rao 39,218,128,4,14-Jan-26
Vijay Rao 39,218,130,4,10-Jan-26
Ravi Yadav 1,219,104,1,01-Apr-26
Ravi Yadav 1,219,428,3,19-Feb-26
Ravi Yadav 1,219,398,3,30-Mar-26
Ravi Yadav 1,219,263,2,24-Mar-26
Rahul Naidu 21,220,191,3,25-Apr-26
Rahul Naidu 21,220,104,3,23-Jan-26
Rahul Naidu 21,220,398,1,05-Feb-26
Rahul Naidu 21,220,251,3,24-Mar-26
Rahul Naidu 21,220,268,3,06-Jan-26
Rahul Naidu 21,220,333,3,06-Apr-26
Vikram Teja 37,221,201,1,17-Apr-26
Vikram Teja 37,221,267,3,04-Apr-26
Vikram Teja 37,221,377,3,13-Feb-26
Vikram Teja 37,221,120,4,28-Apr-26
Vikram Teja 37,221,148,3,04-Mar-26
Vikram Teja 37,221,342,2,25-Mar-26
Anil Naidu 56,222,251,2,15-Jan-26
Anil Naidu 56,222,417,1,14-Mar-26
Anil Naidu 56,222,373,3,23-Apr-26
Anil Naidu 56,222,118,1,30-Jan-26
Vamshi Verma 74,223,422,3,06-Apr-26
Vamshi Verma 74,223,137,3,26-Jan-26
Vamshi Verma 74,223,450,3,25-Jan-26
Anil Chowdary 45,224,202,4,19-Feb-26
Anil Chowdary 45,224,173,4,10-Feb-26
Anil Chowdary 45,224,156,3,01-Mar-26
Anil Chowdary 45,224,412,3,17-Jan-26
Anil Chowdary 45,224,132,4,29-Jan-26
Ganesh Reddy 26,225,364,4,27-Mar-26
Ganesh Reddy 26,225,153,2,11-Apr-26
Ganesh Reddy 26,225,238,1,16-Jan-26
Sanjay Verma 90,226,320,1,12-Jan-26
Sanjay Verma 90,226,444,4,02-Mar-26
Sanjay Verma 90,226,340,1,12-Mar-26
Vikram Rao 57,227,120,1,06-Feb-26
Vikram Rao 57,227,242,3,19-Mar-26
Vikram Rao 57,227,169,4,10-Apr-26
Rahul Verma 76,228,258,1,25-Mar-26
Rahul Verma 76,228,410,3,17-Mar-26
Rahul Verma 76,228,217,1,21-Jan-26
Rahul Verma 76,228,430,3,07-Apr-26
Rahul Verma 76,228,249,1,11-Mar-26
Rahul Verma 76,228,300,4,14-Feb-26
Sanjay Sharma 62,229,417,2,12-Apr-26
Sanjay Sharma 62,229,193,3,11-Feb-26
Sanjay Sharma 62,229,417,2,05-Jan-26
Sanjay Sharma 62,229,145,1,07-Apr-26
Sanjay Sharma 62,229,381,2,08-Jan-26
Sanjay Sharma 62,229,297,2,19-Jan-26
Prasad Reddy 77,230,435,2,06-Mar-26
Prasad Reddy 77,230,358,4,18-Mar-26
Prasad Reddy 77,230,160,2,22-Jan-26
Mahesh Chowdary 69,231,339,3,10-Mar-26
Mahesh Chowdary 69,231,211,3,29-Apr-26
Mahesh Chowdary 69,231,407,2,21-Feb-26
Vikram Sharma 90,232,130,3,23-Feb-26
Vikram Sharma 90,232,109,4,16-Mar-26
Vikram Sharma 90,232,374,2,03-Mar-26
Vikram Sharma 90,232,127,1,28-Jan-26
Vikram Sharma 90,232,188,3,26-Jan-26
Vikram Sharma 90,232,382,4,30-Mar-26
Vikram Rao 51,233,150,2,18-Mar-26
Vikram Rao 51,233,128,2,13-Feb-26
Vikram Rao 51,233,114,1,18-Jan-26
Vijay Goud 49,234,207,4,06-Feb-26
Vijay Goud 49,234,390,1,14-Jan-26
Vijay Goud 49,234,243,1,12-Apr-26
Vijay Goud 49,234,425,3,10-Jan-26
Vijay Goud 49,234,304,4,20-Feb-26
Ramesh Kumar 9,235,150,3,15-Feb-26
Ramesh Kumar 9,235,241,4,01-Jan-26
Ramesh Kumar 9,235,336,1,31-Mar-26
Ramesh Kumar 9,235,133,1,02-Jan-26
Satish Naidu 97,236,115,4,13-Mar-26
Satish Naidu 97,236,217,1,10-Jan-26
Satish Naidu 97,236,277,2,12-Feb-26
Satish Naidu 97,236,287,2,03-Apr-26
Kalyan Teja 32,237,261,2,07-Feb-26
Kalyan Teja 32,237,195,4,04-Jan-26
Kalyan Teja 32,237,345,2,15-Jan-26
Kalyan Teja 32,237,428,1,30-Apr-26
Prasad Goud 66,238,109,3,30-Jan-26
Prasad Goud 66,238,228,4,29-Mar-26
Prasad Goud 66,238,201,4,21-Apr-26
Kiran Sharma 41,239,196,1,23-Feb-26
Kiran Sharma 41,239,231,3,26-Mar-26
Kiran Sharma 41,239,116,3,04-Jan-26
Suresh Teja 57,240,126,2,25-Mar-26
Suresh Teja 57,240,415,2,15-Apr-26
Suresh Teja 57,240,329,3,12-Jan-26
Suresh Teja 57,240,291,1,16-Mar-26
Suresh Teja 57,240,322,4,20-Apr-26
Suresh Teja 57,240,340,1,14-Jan-26
Prasad Kumar 69,241,312,3,06-Mar-26
Prasad Kumar 69,241,210,4,11-Mar-26
Prasad Kumar 69,241,176,1,31-Jan-26
Surya Naidu 98,242,365,4,13-Feb-26
Surya Naidu 98,242,386,2,22-Feb-26
Surya Naidu 98,242,277,2,20-Mar-26
Surya Naidu 98,242,271,4,26-Mar-26
Surya Naidu 98,242,226,3,07-Jan-26
Surya Naidu 98,242,389,1,16-Apr-26
Mahesh Teja 66,243,287,1,08-Mar-26
Mahesh Teja 66,243,193,4,11-Jan-26
Mahesh Teja 66,243,426,1,19-Apr-26
Mahesh Teja 66,243,159,2,27-Feb-26
Kiran Goud 52,244,307,4,25-Jan-26
Kiran Goud 52,244,394,2,04-Apr-26
Kiran Goud 52,244,236,4,31-Jan-26
Nithin Reddy 21,245,362,4,27-Feb-26
Nithin Reddy 21,245,120,3,24-Mar-26
Nithin Reddy 21,245,276,2,13-Jan-26
Anil Teja 52,246,345,2,16-Apr-26
Anil Teja 52,246,188,4,23-Mar-26
Anil Teja 52,246,294,3,28-Jan-26
Anil Teja 52,246,222,2,09-Feb-26
Anil Teja 52,246,366,3,23-Mar-26
Anil Teja 52,246,157,2,26-Jan-26
Nithin Goud 3,247,256,4,26-Feb-26
Nithin Goud 3,247,307,1,18-Feb-26
Nithin Goud 3,247,214,3,07-Jan-26
Nithin Goud 3,247,255,2,01-Jan-26
Nithin Goud 3,247,311,3,24-Mar-26
Vinodh Naidu 43,248,345,2,13-Mar-26
Vinodh Naidu 43,248,196,1,31-Jan-26
Vinodh Naidu 43,248,156,4,07-Feb-26
Vinodh Naidu 43,248,444,3,26-Jan-26
Mahesh Goud 15,249,318,1,06-Jan-26
Mahesh Goud 15,249,414,1,07-Apr-26
Mahesh Goud 15,249,271,4,05-Mar-26
Mahesh Goud 15,249,205,4,21-Feb-26
Mahesh Goud 15,249,320,3,30-Jan-26
Mahesh Goud 15,249,250,4,16-Mar-26
Surya Verma 16,250,159,1,11-Jan-26
Surya Verma 16,250,443,2,30-Jan-26
Surya Verma 16,250,182,4,02-Mar-26
Nithin Naidu 22,251,432,3,04-Mar-26
Nithin Naidu 22,251,296,1,08-Jan-26
Nithin Naidu 22,251,309,2,01-Mar-26
Nithin Naidu 22,251,391,4,15-Feb-26
Rahul Naidu 70,252,132,2,03-Apr-26
Rahul Naidu 70,252,384,4,09-Apr-26
Rahul Naidu 70,252,220,2,27-Apr-26
Arjun Reddy 24,253,408,4,17-Mar-26
Arjun Reddy 24,253,160,1,13-Apr-26
Arjun Reddy 24,253,247,1,03-Apr-26
Arjun Reddy 24,253,399,4,14-Apr-26
Anil Rao 11,254,191,3,03-Apr-26
Anil Rao 11,254,325,1,03-Jan-26
Anil Rao 11,254,272,3,28-Feb-26
Anil Rao 11,254,160,2,24-Feb-26
Anil Rao 11,254,338,2,25-Mar-26
Rahul Naidu 84,255,127,3,11-Mar-26
Rahul Naidu 84,255,154,4,05-Mar-26
Rahul Naidu 84,255,379,1,15-Feb-26
Rahul Naidu 84,255,440,4,20-Feb-26
Rahul Naidu 84,255,437,2,25-Mar-26
Rahul Naidu 84,255,310,2,30-Mar-26
Prasad Verma 17,256,153,3,24-Feb-26
Prasad Verma 17,256,444,2,12-Apr-26
